sgd_id,systematic_name,id
S000002890,YDR482C,ID=cds1362
S000001560,YKL077W,ID=cds3343
S000000230,YBR026C,ID=cds230
S000002891,YDR483W,ID=cds1363
S000004617,YMR015C,ID=cds4178
S000005948,YPL027W,ID=cds5676
S000000259,YBR055C,ID=cds256
S000004616,YMR014W,ID=cds4177
S000005947,YPL026C,ID=cds5677
S000000258,YBR054W,ID=cds255
S000004619,YMR017W,ID=cds4180
S000000257,YBR053C,ID=cds254
S000004618,YMR016C,ID=cds4179
S000005949,YPL028W,ID=cds5675
S000000256,YBR052C,ID=cds253
S000001587,YKL104C,ID=cds3317
S000004613,YMR011W,ID=cds4174
S000005944,YPL023C,ID=cds5679
S000001588,YKL105C,ID=cds3316
S000004612,YMR010W,ID=cds4173
S000005943,YPL022W,ID=cds5680
S000001589,YKL106W,ID=cds3315
S000004615,YMR013C,ID=cds4176
S000004614,YMR012W,ID=cds4175
S000005945,YPL024W,ID=cds5678
S000004620,YMR018W,ID=cds4181
S000005951,YPL030W,ID=cds5673
S000000262,YBR058C,ID=cds260
S000001595,YKL112W,ID=cds3309
S000005950,YPL029W,ID=cds5674
S000000261,YBR057C,ID=cds259
S000001596,YKL113C,ID=cds3308
S000004622,YMR020W,ID=cds4183
S000005953,YPL032C,ID=cds5671
S000000260,YBR056W,ID=cds257
S000001597,YKL114C,ID=cds3307
S000004621,YMR019W,ID=cds4182
S000005952,YPL031C,ID=cds5672
S000001590,YKL107W,ID=cds3313
S000000266,YBR062C,ID=cds265
S000001591,YKL108W,ID=cds3312
S000000265,YBR061C,ID=cds264
S000001592,YKL109W,ID=cds3311
S000000264,YBR060C,ID=cds263
S000001593,YKL110C,ID=cds3310
S000000263,YBR059C,ID=cds262
S000004606,YMR004W,ID=cds4168
S000005937,YPL016W,ID=cds5686
S000000248,YBR044C,ID=cds246
S000004605,YMR003W,ID=cds4167
S000005936,YPL015C,ID=cds5687
S000000247,YBR043C,ID=cds245
S000004608,YMR006C,ID=cds4170
S000005939,YPL018W,ID=cds5684
S000000246,YBR042C,ID=cds244
S000004607,YMR005W,ID=cds4169
S000005938,YPL017C,ID=cds5685
S000000245,YBR041W,ID=cds243
S000001576,YKL093W,ID=cds3328
S000004602,YML133C,ID=cds4031
S000005933,YPL012W,ID=cds5690
S000001577,YKL094W,ID=cds3327
S000004601,YML132W,ID=cds4032
S000005932,YPL011C,ID=cds5691
S000001578,YKL095W,ID=cds3326
S000004604,YMR002W,ID=cds4166
S000005935,YPL014W,ID=cds5688
S000001579,YKL096W,ID=cds3325
S000004603,YMR001C,ID=cds4164
S000005934,YPL013C,ID=cds5689
S000000249,YBR045C,ID=cds247
S000001583,YKL100C,ID=cds3320
S000005940,YPL019C,ID=cds5683
S000000251,YBR047W,ID=cds249
S000001584,YKL101W,ID=cds3319
S000000250,YBR046C,ID=cds248
S000004611,YMR009W,ID=cds4172
S000005942,YPL021W,ID=cds5681
S000001586,YKL103C,ID=cds3318
S000004610,YMR008C,ID=cds4171
S000005941,YPL020C,ID=cds5682
S000000254,YBR050C,ID=cds252
S000001581,YKL098W,ID=cds3322
S000000253,YBR049C,ID=cds251
S000001582,YKL099C,ID=cds3321
S000000252,YBR048W,ID=cds250
S000003028,YGL060W,ID=cds2013
S000004359,YLR367W,ID=cds3936
S000003029,YGL061C,ID=cds2012
S000004367,YLR375W,ID=cds3943
S000005698,YOR172W,ID=cds5217
S000003035,YGL067W,ID=cds2006
S000005697,YOR171C,ID=cds5216
S000003036,YGL068W,ID=cds2005
S000004369,YLR377C,ID=cds3945
S000004368,YLR376C,ID=cds3944
S000005699,YOR173W,ID=cds5218
S000003038,YGL070C,ID=cds2004
S000004363,YLR371W,ID=cds3940
S000005694,YOR168W,ID=cds5215
S000003031,YGL063W,ID=cds2010
S000004362,YLR370C,ID=cds3939
S000005693,YOR167C,ID=cds5214
S000003032,YGL064C,ID=cds2009
S000004365,YLR373C,ID=cds3942
S000003033,YGL065C,ID=cds2008
S000004364,YLR372W,ID=cds3941
S000003034,YGL066W,ID=cds2007
S000005690,YOR164C,ID=cds5211
S000004361,YLR369W,ID=cds3938
S000005692,YOR166C,ID=cds5213
S000004360,YLR368W,ID=cds3937
S000005691,YOR165W,ID=cds5212
S000003030,YGL062W,ID=cds2011
S000004349,YLR357W,ID=cds3926
S000003017,YGL049C,ID=cds2023
S000004348,YLR356W,ID=cds3925
S000005679,YOR153W,ID=cds5199
S000003018,YGL050W,ID=cds2022
S000003019,YGL051W,ID=cds2021
S000004356,YLR364W,ID=cds3935
S000005687,YOR161C,ID=cds5207
S000003024,YGL056C,ID=cds2017
S000004355,YLR363C,ID=cds3933
S000005686,YOR160W,ID=cds5206
S000003025,YGL057C,ID=cds2016
S000005689,YOR163W,ID=cds5210
S000003026,YGL058W,ID=cds2015
S000005688,YOR162C,ID=cds5209
S000003027,YGL059W,ID=cds2014
S000004352,YLR360W,ID=cds3929
S000005683,YOR157C,ID=cds5203
S000004351,YLR359W,ID=cds3928
S000005682,YOR156C,ID=cds5202
S000003021,YGL053W,ID=cds2020
S000004354,YLR362W,ID=cds3932
S000005685,YOR159C,ID=cds5205
S000003022,YGL054C,ID=cds2019
S000004353,YLR361C,ID=cds3930
S000005684,YOR158W,ID=cds5204
S000003023,YGL055W,ID=cds2018
S000004350,YLR358C,ID=cds3927
S000005681,YOR155C,ID=cds5201
S000005680,YOR154W,ID=cds5200
S000007408,YGR038C-B,ID=cds2109
S000007409,YDR210C-C,ID=cds1101
S000007406,YGR027W-B,ID=cds2094
S000007407,YGR038C-A,ID=cds2110
S000004389,YLR397C,ID=cds3964
S000003057,YGL089C,ID=cds1988
S000004388,YLR396C,ID=cds3963
S000003058,YGL090W,ID=cds1987
S000003059,YGL091C,ID=cds1986
S000004385,YLR393W,ID=cds3960
S000003053,YGL085W,ID=cds1991
S000004384,YLR392C,ID=cds3959
S000003054,YGL086W,ID=cds1990
S000004387,YLR395C,ID=cds3962
S000003055,YGL087C,ID=cds1989
S000004386,YLR394W,ID=cds3961
S000007410,YDR210C-D,ID=cds1100
S000004381,YLR389C,ID=cds3956
S000004380,YLR388W,ID=cds3955
S000003050,YGL082W,ID=cds1994
S000003051,YGL083W,ID=cds1993
S000004382,YLR390W,ID=cds3957
S000003052,YGL084C,ID=cds1992
S000003039,YGL071W,ID=cds2003
S000004378,YLR386W,ID=cds3953
S000007404,YFL002W-B,ID=cds1763
S000003046,YGL078C,ID=cds1998
S000004377,YLR385C,ID=cds3952
S000003047,YGL079W,ID=cds1997
S000007405,YGR027W-A,ID=cds2095
S000007402,YER137C-A,ID=cds1643
S000003048,YGL080W,ID=cds1996
S000004379,YLR387C,ID=cds3954
S000007403,YER159C-A,ID=cds1667
S000003049,YGL081W,ID=cds1995
S000004374,YLR382C,ID=cds3949
S000007400,YDR365W-A,ID=cds1253
S000004373,YLR381W,ID=cds3948
S000007401,YDR365W-B,ID=cds1252
S000003043,YGL075C,ID=cds2001
S000004376,YLR384C,ID=cds3951
S000003044,YGL076C,ID=cds2000
S000004375,YLR383W,ID=cds3950
S000003045,YGL077C,ID=cds1999
S000004370,YLR378C,ID=cds3946
S000004372,YLR380W,ID=cds3947
S000003041,YGL073W,ID=cds2002
S000004319,YLR327C,ID=cds3900
S000004316,YLR324W,ID=cds3897
S000004315,YLR323C,ID=cds3896
S000005646,YOR120W,ID=cds5168
S000004318,YLR326W,ID=cds3899
S000005649,YOR123C,ID=cds5170
S000004317,YLR325C,ID=cds3898
S000005648,YOR122C,ID=cds5169
S000005654,YOR128C,ID=cds5175
S000001297,YIL035C,ID=cds2772
S000004322,YLR330W,ID=cds3903
S000005653,YOR127W,ID=cds5174
S000001298,YIL036W,ID=cds2771
S000004325,YLR333C,ID=cds3905
S000005656,YOR130C,ID=cds5177
S000001299,YIL037C,ID=cds2770
S000004324,YLR332W,ID=cds3904
S000005655,YOR129C,ID=cds5176
S000005650,YOR124C,ID=cds5171
S000001293,YIL031W,ID=cds2775
S000004321,YLR329W,ID=cds3902
S000005652,YOR126C,ID=cds5173
S000001295,YIL033C,ID=cds2774
S000004320,YLR328W,ID=cds3901
S000005651,YOR125C,ID=cds5172
S000001296,YIL034C,ID=cds2773
S000001291,YIL029C,ID=cds2777
S000001292,YIL030C,ID=cds2776
S000004308,YLR316C,ID=cds3891
S000005639,YOR113W,ID=cds5161
S000004305,YLR313C,ID=cds3888
S000005636,YOR110W,ID=cds5158
S000001279,YIL017C,ID=cds2787
S000004304,YLR312W-A,ID=cds3887
S000005635,YOR109W,ID=cds5157
S000004307,YLR315W,ID=cds3890
S000005638,YOR112W,ID=cds5160
S000004306,YLR314C,ID=cds3889
S000005637,YOR111W,ID=cds5159
S000004312,YLR320W,ID=cds3894
S000005643,YOR117W,ID=cds5165
S000001286,YIL024C,ID=cds2780
S000004311,YLR319C,ID=cds3893
S000005642,YOR116C,ID=cds5164
S000005645,YOR119C,ID=cds5167
S000001288,YIL026C,ID=cds2779
S000004313,YLR321C,ID=cds3895
S000005644,YOR118W,ID=cds5166
S000001289,YIL027C,ID=cds2778
S000001282,YIL020C,ID=cds2784
S000001283,YIL021W,ID=cds2783
S000004310,YLR318W,ID=cds3892
S000005641,YOR115C,ID=cds5163
S000001284,YIL022W,ID=cds2782
S000005640,YOR114W,ID=cds5162
S000001285,YIL023C,ID=cds2781
S000001280,YIL018W,ID=cds2786
S000001281,YIL019W,ID=cds2785
S000004338,YLR346C,ID=cds3916
S000005669,YOR143C,ID=cds5190
S000003006,YGL038C,ID=cds2033
S000004337,YLR345W,ID=cds3915
S000005668,YOR142W,ID=cds5187
S000003007,YGL039W,ID=cds2032
S000003008,YGL040C,ID=cds2031
S000004339,YLR347C,ID=cds3917
S000004345,YLR353W,ID=cds3922
S000005676,YOR150W,ID=cds5196
S000003013,YGL045W,ID=cds2026
S000004344,YLR352W,ID=cds3921
S000005675,YOR149C,ID=cds5195
S000004347,YLR355C,ID=cds3924
S000005678,YOR152C,ID=cds5198
S000003015,YGL047W,ID=cds2025
S000004346,YLR354C,ID=cds3923
S000005677,YOR151C,ID=cds5197
S000003016,YGL048C,ID=cds2024
S000004340,YLR348C,ID=cds3918
S000005671,YOR145C,ID=cds5192
S000004343,YLR351C,ID=cds3920
S000005674,YOR148C,ID=cds5194
S000003011,YGL043W,ID=cds2028
S000004342,YLR350W,ID=cds3919
S000005673,YOR147W,ID=cds5193
S000003012,YGL044C,ID=cds2027
S000005670,YOR144C,ID=cds5191
S000004327,YLR335W,ID=cds3906
S000005658,YOR132W,ID=cds5179
S000005657,YOR131C,ID=cds5178
S000004329,YLR337C,ID=cds3908
S000004328,YLR336C,ID=cds3907
S000005659,YOR133W,ID=cds5180
S000004334,YLR342W,ID=cds3911
S000004333,YLR341W,ID=cds3910
S000005664,YOR138C,ID=cds5184
S000003003,YGL035C,ID=cds2036
S000004336,YLR344W,ID=cds3914
S000005667,YOR141C,ID=cds5186
S000003004,YGL036W,ID=cds2035
S000004335,YLR343W,ID=cds3913
S000005666,YOR140W,ID=cds5185
S000003005,YGL037C,ID=cds2034
S000005660,YOR134W,ID=cds5181
S000004332,YLR340W,ID=cds3909
S000005663,YOR137C,ID=cds5183
S000003000,YGL032C,ID=cds2038
S000005662,YOR136W,ID=cds5182
S000003001,YGL033W,ID=cds2037
S000000839,YER037W,ID=cds1533
S000000838,YER036C,ID=cds1532
S000000837,YER035W,ID=cds1531
S000000836,YER034W,ID=cds1530
S000000831,YER029C,ID=cds1525
S000000830,YER028C,ID=cds1524
S000000835,YER033C,ID=cds1529
S000000834,YER032W,ID=cds1528
S000000833,YER031C,ID=cds1527
S000000832,YER030W,ID=cds1526
S000006148,YPL227C,ID=cds5482
S000006149,YPL228W,ID=cds5481
S000006146,YPL225W,ID=cds5484
S000006147,YPL226W,ID=cds5483
S000006144,YPL223C,ID=cds5486
S000006145,YPL224C,ID=cds5485
S000006142,YPL221W,ID=cds5488
S000006143,YPL222W,ID=cds5487
S000006140,YPL219W,ID=cds5490
S000007472,YML058W-A,ID=cds4104
S000006141,YPL220W,ID=cds5489
S000000828,YER026C,ID=cds1522
S000000827,YER025W,ID=cds1521
S000000826,YER024W,ID=cds1520
S000000825,YER023W,ID=cds1519
S000000829,YER027C,ID=cds1523
S000000820,YER018C,ID=cds1513
S000000824,YER022W,ID=cds1518
S000000823,YER021W,ID=cds1517
S000000822,YER020W,ID=cds1516
S000000821,YER019W,ID=cds1514
S000006139,YPL218W,ID=cds5491
S000006137,YPL216W,ID=cds5493
S000006138,YPL217C,ID=cds5492
S000006135,YPL214C,ID=cds5495
S000006136,YPL215W,ID=cds5494
S000006133,YPL212C,ID=cds5497
S000006134,YPL213W,ID=cds5496
S000006131,YPL210C,ID=cds5499
S000006132,YPL211W,ID=cds5498
S000006130,YPL209C,ID=cds5500
S000178054,YCL054W-A,ID=cds517
S000000859,YER057C,ID=cds1559
S000000858,YER056C,ID=cds1557
S000000853,YER051W,ID=cds1551
S000000852,YER050C,ID=cds1550
S000000851,YER049W,ID=cds1549
S000000850,YER048C,ID=cds1547
S000000857,YER055C,ID=cds1556
S000000856,YER054C,ID=cds1555
S000000855,YER053C,ID=cds1553
S000000854,YER052C,ID=cds1552
S000006168,YPL247C,ID=cds5463
S000000860,YER058W,ID=cds1560
S000006169,YPL248C,ID=cds5462
S000006166,YPL245W,ID=cds5465
S000006167,YPL246C,ID=cds5464
S000006164,YPL243W,ID=cds5467
S000006165,YPL244C,ID=cds5466
S000007496,YHR132W-A,ID=cds2543
S000006162,YPL241C,ID=cds5469
S000006163,YPL242C,ID=cds5468
S000006160,YPL239W,ID=cds5471
S000006161,YPL240C,ID=cds5470
S000000849,YER047C,ID=cds1546
S000000848,YER046W,ID=cds1545
S000000847,YER045C,ID=cds1544
S000000842,YER040W,ID=cds1538
S000000841,YER039C,ID=cds1536
S000000840,YER038C,ID=cds1534
S000000846,YER044C,ID=cds1542
S000000845,YER043C,ID=cds1541
S000000844,YER042W,ID=cds1540
S000000843,YER041W,ID=cds1539
S000006157,YPL236C,ID=cds5473
S000007488,YBL059C-A,ID=cds142
S000006158,YPL237W,ID=cds5472
S000006155,YPL234C,ID=cds5475
S000006156,YPL235W,ID=cds5474
S000006153,YPL232W,ID=cds5477
S000006154,YPL233W,ID=cds5476
S000006151,YPL230W,ID=cds5479
S000006152,YPL231W,ID=cds5478
S000006150,YPL229W,ID=cds5480
S000113559,YKL023C-A,ID=cds3395
S000113557,YDL007C-A,ID=cds886
S000113566,YLR146W-A,ID=cds3721
S000003079,YGL111W,ID=cds1968
S000006107,YPL186C,ID=cds5522
S000006104,YPL183C,ID=cds5525
S000113563,YKL065W-A,ID=cds3354
S000006105,YPL184C,ID=cds5523
S000006102,YPL181W,ID=cds5526
S000003075,YGL107C,ID=cds1971
S000003076,YGL108C,ID=cds1970
S000006100,YPL179W,ID=cds5528
S000006101,YPL180W,ID=cds5527
S000003078,YGL110C,ID=cds1969
S000003071,YGL103W,ID=cds1975
S000003072,YGL104C,ID=cds1974
S000003073,YGL105W,ID=cds1973
S000003074,YGL106W,ID=cds1972
S000113555,YDR119W-A,ID=cds1011
S000003068,YGL100W,ID=cds1977
S000004399,YLR407W,ID=cds3973
S000003069,YGL101W,ID=cds1976
S000113553,YDR374W-A,ID=cds1263
S000004396,YLR404W,ID=cds3969
S000003064,YGL096W,ID=cds1981
S000004395,YLR403W,ID=cds3968
S000003065,YGL097W,ID=cds1980
S000004398,YLR406C,ID=cds3971
S000003066,YGL098W,ID=cds1979
S000004397,YLR405W,ID=cds3970
S000003067,YGL099W,ID=cds1978
S000007421,YHR214C-C,ID=cds2630
S000003060,YGL092W,ID=cds1985
S000004391,YLR399C,ID=cds3966
S000003061,YGL093W,ID=cds1984
S000003062,YGL094C,ID=cds1983
S000004393,YLR401C,ID=cds3967
S000003063,YGL095C,ID=cds1982
S000004390,YLR398C,ID=cds3965
S000000817,YER015W,ID=cds1510
S000000816,YER014W,ID=cds1508
S000000815,YER013W,ID=cds1507
S000000814,YER012W,ID=cds1506
S000000819,YER017C,ID=cds1512
S000000818,YER016W,ID=cds1511
S000000813,YER011W,ID=cds1505
S000000812,YER010C,ID=cds1504
S000006119,YPL198W,ID=cds5510
S000000811,YER009W,ID=cds1503
S000000810,YER008C,ID=cds1502
S000006128,YPL207W,ID=cds5502
S000006129,YPL208W,ID=cds5501
S000006127,YPL206C,ID=cds5503
S000006124,YPL203W,ID=cds5505
S000003097,YGL129C,ID=cds1951
S000007455,YHR072W-A,ID=cds2484
S000006125,YPL204W,ID=cds5504
S000003098,YGL130W,ID=cds1950
S000006122,YPL201C,ID=cds5507
S000003099,YGL131C,ID=cds1949
S000006123,YPL202C,ID=cds5506
S000006120,YPL199C,ID=cds5509
S000003093,YGL125W,ID=cds1955
S000006121,YPL200W,ID=cds5508
S000003094,YGL126W,ID=cds1954
S000003095,YGL127C,ID=cds1953
S000003096,YGL128C,ID=cds1952
S000003090,YGL122C,ID=cds1958
S000003091,YGL123W,ID=cds1957
S000003092,YGL124C,ID=cds1956
S000000806,YER004W,ID=cds1497
S000000805,YER003C,ID=cds1496
S000000804,YER002W,ID=cds1495
S000000803,YER001W,ID=cds1494
S000000809,YER007W,ID=cds1500
S000000808,YER006W,ID=cds1499
S000000807,YER005W,ID=cds1498
S000000802,YEL076C,ID=cds1422
S000000801,YEL075C,ID=cds1423
S000006108,YPL187W,ID=cds5521
S000006109,YPL188W,ID=cds5520
S000006117,YPL196W,ID=cds5511
S000006115,YPL194W,ID=cds5513
S000006116,YPL195W,ID=cds5512
S000006113,YPL192C,ID=cds5515
S000006114,YPL193W,ID=cds5514
S000003087,YGL119W,ID=cds1961
S000006111,YPL190C,ID=cds5517
S000003088,YGL120C,ID=cds1960
S000006112,YPL191C,ID=cds5516
S000003089,YGL121C,ID=cds1959
S000003082,YGL114W,ID=cds1965
S000006110,YPL189W,ID=cds5519
S000003083,YGL115W,ID=cds1964
S000003084,YGL116W,ID=cds1963
S000003085,YGL117W,ID=cds1962
S000003080,YGL112C,ID=cds1967
S000003081,YGL113W,ID=cds1966
S000003829,YJR068W,ID=cds3117
S000003828,YJR067C,ID=cds3116
S000003825,YJR064W,ID=cds3113
S000000798,YEL072W,ID=cds1425
S000003824,YJR063W,ID=cds3112
S000000797,YEL071W,ID=cds1426
S000003827,YJR066W,ID=cds3115
S000000796,YEL070W,ID=cds1427
S000003826,YJR065C,ID=cds3114
S000000795,YEL069C,ID=cds1428
S000003821,YJR060W,ID=cds3109
S000003820,YJR059W,ID=cds3108
S000003823,YJR062C,ID=cds3111
S000003822,YJR061W,ID=cds3110
S000000799,YEL073C,ID=cds1424
S000003830,YJR069C,ID=cds3118
S000006090,YPL169C,ID=cds5538
S000006091,YPL170W,ID=cds5537
S000003818,YJR057W,ID=cds3106
S000003817,YJR056C,ID=cds3105
S000003819,YJR058C,ID=cds3107
S000003814,YJR053W,ID=cds3102
S000000787,YEL061C,ID=cds1436
S000003813,YJR052W,ID=cds3101
S000000786,YEL060C,ID=cds1437
S000003816,YJR055W,ID=cds3104
S000003815,YJR054W,ID=cds3103
S000000784,YEL058W,ID=cds1439
S000003810,YJR049C,ID=cds3098
S000003812,YJR051W,ID=cds3100
S000000789,YEL063C,ID=cds1434
S000003811,YJR050W,ID=cds3099
S000113589,YPR145C-A,ID=cds5833
S000000788,YEL062W,ID=cds1435
S000000790,YEL064C,ID=cds1433
S000000794,YEL068C,ID=cds1429
S000000793,YEL067C,ID=cds1430
S000000792,YEL066W,ID=cds1431
S000000791,YEL065W,ID=cds1432
S000006098,YPL177C,ID=cds5530
S000006099,YPL178W,ID=cds5529
S000006096,YPL175W,ID=cds5532
S000006097,YPL176C,ID=cds5531
S000006094,YPL173W,ID=cds5534
S000006095,YPL174C,ID=cds5533
S000006092,YPL171C,ID=cds5536
S000006093,YPL172C,ID=cds5535
S000002515,YDR108W,ID=cds1000
S000003846,YJR086W,ID=cds3133
S000002516,YDR109C,ID=cds1001
S000003849,YJR089W,ID=cds3135
S000002517,YDR110W,ID=cds1002
S000003848,YJR088C,ID=cds3134
S000002518,YDR111C,ID=cds1003
S000003843,YJR083C,ID=cds3130
S000002511,YDR104C,ID=cds996
S000003842,YJR082C,ID=cds3129
S000002512,YDR105C,ID=cds997
S000003845,YJR085C,ID=cds3132
S000002513,YDR106W,ID=cds998
S000003844,YJR084W,ID=cds3131
S000002514,YDR107C,ID=cds999
S000003850,YJR090C,ID=cds3136
S000113587,YIL102C-A,ID=cds2709
S000003852,YJR092W,ID=cds3138
S000002520,YDR113C,ID=cds1004
S000003851,YJR091C,ID=cds3137
S000002521,YDR114C,ID=cds1005
S000002508,YDR101C,ID=cds994
S000003839,YJR078W,ID=cds3126
S000003836,YJR075W,ID=cds3123
S000002504,YDR097C,ID=cds988
S000003835,YJR074W,ID=cds3122
S000002505,YDR098C,ID=cds989
S000003838,YJR077C,ID=cds3125
S000002506,YDR099W,ID=cds992
S000003837,YJR076C,ID=cds3124
S000002507,YDR100W,ID=cds993
S000002500,YDR093W,ID=cds986
S000003831,YJR070C,ID=cds3119
S000003834,YJR073C,ID=cds3121
S000003833,YJR072C,ID=cds3120
S000002503,YDR096W,ID=cds987
S000003841,YJR080C,ID=cds3128
S000003840,YJR079W,ID=cds3127
S000002510,YDR103W,ID=cds995
S000000759,YEL033W,ID=cds1463
S000000753,YEL027W,ID=cds1468
S000000752,YEL026W,ID=cds1469
S000000751,YEL025C,ID=cds1470
S000000758,YEL032W,ID=cds1464
S000000757,YEL031W,ID=cds1465
S000000756,YEL030W,ID=cds1466
S000000755,YEL029C,ID=cds1467
S000006069,YPL148C,ID=cds5560
S000000761,YEL035C,ID=cds1461
S000000760,YEL034W,ID=cds1462
S000006067,YPL146C,ID=cds5562
S000007398,YDR316W-A,ID=cds1204
S000006068,YPL147W,ID=cds5561
S000007399,YDR316W-B,ID=cds1203
S000006065,YPL144W,ID=cds5564
S000007396,YDR261W-A,ID=cds1150
S000006066,YPL145C,ID=cds5563
S000007397,YDR261W-B,ID=cds1149
S000007394,YDR261C-C,ID=cds1152
S000006064,YPL143W,ID=cds5565
S000007395,YDR261C-D,ID=cds1151
S000006061,YPL140C,ID=cds5567
S000007392,YDR210W-A,ID=cds1099
S000006062,YPL141C,ID=cds5566
S000007393,YDR210W-B,ID=cds1098
S000007390,YDR098C-A,ID=cds991
S000006060,YPL139C,ID=cds5568
S000007391,YDR098C-B,ID=cds990
S000000749,YEL023C,ID=cds1472
S000000748,YEL022W,ID=cds1473
S000000743,YEL017W,ID=cds1480
S000000742,YEL016C,ID=cds1481
S000000741,YEL015W,ID=cds1482
S000000747,YEL021W,ID=cds1474
S000000746,YEL020C,ID=cds1476
S000000745,YEL019C,ID=cds1477
S000000744,YEL018W,ID=cds1478
S000006058,YPL137C,ID=cds5570
S000000750,YEL024W,ID=cds1471
S000006059,YPL138C,ID=cds5569
S000007387,YNL284C-B,ID=cds4540
S000006056,YPL135W,ID=cds5571
S000007388,YPL060C-A,ID=cds5644
S000007385,YNL054W-B,ID=cds4759
S000006054,YPL133C,ID=cds5573
S000007386,YNL284C-A,ID=cds4541
S000006055,YPL134C,ID=cds5572
S000006052,YPL131W,ID=cds5575
S000007384,YNL054W-A,ID=cds4760
S000006053,YPL132W,ID=cds5574
S000007381,YML045W-A,ID=cds4120
S000006050,YPL129W,ID=cds5577
S000006051,YPL130W,ID=cds5576
S000007380,YLR410W-B,ID=cds3977
S000006080,YPL159C,ID=cds5548
S000003807,YJR046W,ID=cds3095
S000003806,YJR045C,ID=cds3094
S000003809,YJR048W,ID=cds3097
S000003808,YJR047C,ID=cds3096
S000003803,YJR042W,ID=cds3091
S000000776,YEL050C,ID=cds1447
S000003802,YJR041C,ID=cds3090
S000000775,YEL049W,ID=cds1448
S000003805,YJR044C,ID=cds3093
S000000774,YEL048C,ID=cds1449
S000003804,YJR043C,ID=cds3092
S000000773,YEL047C,ID=cds1450
S000000779,YEL053C,ID=cds1444
S000003801,YJR040W,ID=cds3089
S000000778,YEL052W,ID=cds1445
S000003800,YJR039W,ID=cds3088
S000000777,YEL051W,ID=cds1446
S000000783,YEL057C,ID=cds1440
S000000782,YEL056W,ID=cds1441
S000006089,YPL168W,ID=cds5539
S000000781,YEL055C,ID=cds1442
S000000780,YEL054C,ID=cds1443
S000006087,YPL166W,ID=cds5541
S000006088,YPL167C,ID=cds5540
S000006085,YPL164C,ID=cds5543
S000006086,YPL165C,ID=cds5542
S000006083,YPL162C,ID=cds5545
S000006084,YPL163C,ID=cds5544
S000006081,YPL160W,ID=cds5547
S000006082,YPL161C,ID=cds5546
S000000765,YEL039C,ID=cds1457
S000000764,YEL038W,ID=cds1458
S000000763,YEL037C,ID=cds1459
S000000762,YEL036C,ID=cds1460
S000000769,YEL043W,ID=cds1453
S000000768,YEL042W,ID=cds1454
S000000767,YEL041W,ID=cds1455
S000000766,YEL040W,ID=cds1456
S000000772,YEL046C,ID=cds1451
S000006078,YPL157W,ID=cds5550
S000000770,YEL044W,ID=cds1452
S000006079,YPL158C,ID=cds5549
S000006076,YPL155C,ID=cds5552
S000006077,YPL156C,ID=cds5551
S000006074,YPL153C,ID=cds5554
S000006075,YPL154C,ID=cds5553
S000006072,YPL151C,ID=cds5557
S000006073,YPL152W,ID=cds5556
S000006070,YPL149W,ID=cds5559
S000006071,YPL150W,ID=cds5558
S000005607,YOR081C,ID=cds5132
S000005606,YOR080W,ID=cds5131
S000005609,YOR083W,ID=cds5133
S000005603,YOR077W,ID=cds5128
S000002577,YDR170C,ID=cds1058
S000001246,YHR203C,ID=cds2615
S000005602,YOR076C,ID=cds5127
S000002578,YDR171W,ID=cds1060
S000001247,YHR204W,ID=cds2616
S000005605,YOR079C,ID=cds5130
S000002579,YDR172W,ID=cds1061
S000001248,YHR205W,ID=cds2617
S000005604,YOR078W,ID=cds5129
S000001249,YHR206W,ID=cds2618
S000005610,YOR084W,ID=cds5134
S000002584,YDR177W,ID=cds1066
S000001253,YHR210C,ID=cds2622
S000002585,YDR178W,ID=cds1067
S000001254,YHR211W,ID=cds2623
S000005612,YOR086C,ID=cds5136
S000002586,YDR179C,ID=cds1068
S000005611,YOR085W,ID=cds5135
S000002587,YDR179W-A,ID=cds1069
S000001256,YHR213W,ID=cds2625
S000002580,YDR173C,ID=cds1062
S000002581,YDR174W,ID=cds1063
S000001250,YHR207C,ID=cds2619
S000002582,YDR175C,ID=cds1064
S000001251,YHR208W,ID=cds2620
S000002583,YDR176W,ID=cds1065
S000001252,YHR209W,ID=cds2621
S000001239,YHR196W,ID=cds2607
S000003898,YJR137C,ID=cds3184
S000002566,YDR159W,ID=cds1046
S000001235,YHR192W,ID=cds2603
S000003897,YJR136C,ID=cds3183
S000002567,YDR160W,ID=cds1047
S000001236,YHR193C,ID=cds2604
S000002568,YDR161W,ID=cds1048
S000001237,YHR194W,ID=cds2605
S000003899,YJR138W,ID=cds3185
S000002569,YDR162C,ID=cds1049
S000001238,YHR195W,ID=cds2606
S000002573,YDR166C,ID=cds1053
S000001242,YHR199C,ID=cds2610
S000002574,YDR167W,ID=cds1054
S000001243,YHR200W,ID=cds2612
S000005601,YOR075W,ID=cds5126
S000002575,YDR168W,ID=cds1055
S000001244,YHR201C,ID=cds2613
S000005600,YOR074C,ID=cds5125
S000002576,YDR169C,ID=cds1056
S000001245,YHR202W,ID=cds2614
S000002570,YDR163W,ID=cds1050
S000002571,YDR164C,ID=cds1051
S000001240,YHR197W,ID=cds2608
S000002572,YDR165W,ID=cds1052
S000001241,YHR198C,ID=cds2609
S000005629,YOR103C,ID=cds5151
S000005625,YOR099W,ID=cds5148
S000002599,YDR191W,ID=cds1081
S000001268,YIL006W,ID=cds2799
S000005624,YOR098C,ID=cds5147
