sgd_id,systematic_name,id
S000002767,YDR359C,ID=cds1245
S000002771,YDR363W,ID=cds1248
S000001440,YIR001C,ID=cds2806
S000002772,YDR364C,ID=cds1250
S000001441,YIR002C,ID=cds2807
S000002773,YDR365C,ID=cds1251
S000001442,YIR003W,ID=cds2808
S000002774,YDR366C,ID=cds1254
S000001443,YIR004W,ID=cds2809
S000000112,YBL016W,ID=cds186
S000000111,YBL015W,ID=cds187
S000000110,YBL014C,ID=cds188
S000002770,YDR362C,ID=cds1247
S000005827,YOR301W,ID=cds5339
S000000138,YBL042C,ID=cds158
S000000137,YBL041W,ID=cds159
S000005829,YOR303W,ID=cds5341
S000000136,YBL040C,ID=cds160
S000005828,YOR302W,ID=cds5340
S000000135,YBL039C,ID=cds162
S000005823,YOR297C,ID=cds5335
S000002797,YDR389W,ID=cds1280
S000001466,YIR027C,ID=cds2834
S000005822,YOR296W,ID=cds5334
S000002798,YDR390C,ID=cds1281
S000001467,YIR028W,ID=cds2835
S000005825,YOR299W,ID=cds5338
S000002799,YDR391C,ID=cds1282
S000001468,YIR029W,ID=cds2836
S000005824,YOR298W,ID=cds5336
S000000139,YBL043W,ID=cds157
S000001469,YIR030C,ID=cds2837
S000005830,YOR304C-A,ID=cds5343
S000000141,YBL045C,ID=cds155
S000001473,YIR034C,ID=cds2841
S000000140,YBL044W,ID=cds156
S000001474,YIR035C,ID=cds2842
S000004501,YML037C,ID=cds4127
S000005832,YOR305W,ID=cds5344
S000001475,YIR036C,ID=cds2843
S000004500,YML036W,ID=cds4128
S000005831,YOR304W,ID=cds5342
S000001476,YIR037W,ID=cds2844
S000000145,YBL049W,ID=cds152
S000001470,YIR031C,ID=cds2838
S000000143,YBL047C,ID=cds153
S000001471,YIR032C,ID=cds2839
S000000142,YBL046W,ID=cds154
S000001472,YIR033W,ID=cds2840
S000005819,YOR293W,ID=cds5330
S000005816,YOR290C,ID=cds5327
S000000127,YBL031W,ID=cds170
S000001459,YIR020C,ID=cds2826
S000005815,YOR289W,ID=cds5326
S000000126,YBL030C,ID=cds171
S000005818,YOR292C,ID=cds5329
S000000125,YBL029W,ID=cds173
S000005817,YOR291W,ID=cds5328
S000000124,YBL028C,ID=cds174
S000005812,YOR286W,ID=cds5323
S000002786,YDR378C,ID=cds1267
S000001455,YIR016W,ID=cds2821
S000005811,YOR285W,ID=cds5322
S000002787,YDR379W,ID=cds1268
S000001456,YIR017C,ID=cds2822
S000005814,YOR288C,ID=cds5325
S000000129,YBL033C,ID=cds168
S000002788,YDR380W,ID=cds1270
S000001457,YIR018W,ID=cds2823
S000005813,YOR287C,ID=cds5324
S000000128,YBL032W,ID=cds169
S000002789,YDR381W,ID=cds1271
S000001458,YIR019C,ID=cds2825
S000000130,YBL034C,ID=cds167
S000002793,YDR385W,ID=cds1276
S000001462,YIR023W,ID=cds2830
S000002794,YDR386W,ID=cds1277
S000001463,YIR024C,ID=cds2831
S000005821,YOR295W,ID=cds5333
S000002795,YDR387C,ID=cds1278
S000001464,YIR025W,ID=cds2832
S000005820,YOR294W,ID=cds5332
S000002796,YDR388W,ID=cds1279
S000001465,YIR026C,ID=cds2833
S000000134,YBL038W,ID=cds163
S000000133,YBL037W,ID=cds164
S000002790,YDR382W,ID=cds1273
S000000132,YBL036C,ID=cds165
S000002791,YDR383C,ID=cds1274
S000001460,YIR021W,ID=cds2827
S000000131,YBL035C,ID=cds166
S000002792,YDR384C,ID=cds1275
S000001461,YIR022W,ID=cds2829
S000028697,YMR315W-A,ID=cds4482
S000003398,YGR166W,ID=cds2233
S000028696,YMR272W-B,ID=cds4438
S000003399,YGR167W,ID=cds2234
S000028694,YMR242W-A,ID=cds4408
S000003394,YGR162W,ID=cds2230
S000003395,YGR163W,ID=cds2231
S000028699,YNL097C-B,ID=cds4717
S000028698,YNL024C-A,ID=cds4790
S000003397,YGR165W,ID=cds2232
S000003390,YGR158C,ID=cds2222
S000003391,YGR159C,ID=cds2223
S000003393,YGR161C,ID=cds2224
S000028693,YMR182W-A,ID=cds4345
S000028692,YMR105W-A,ID=cds4267
S000028691,YMR001C-A,ID=cds4165
S000006409,YEL077C,ID=cds1420
S000006407,YPR203W,ID=cds5891
S000006408,YPR204W,ID=cds5892
S000006405,YPR201W,ID=cds5889
S000006406,YPR202W,ID=cds5890
S000003387,YGR155W,ID=cds2219
S000003388,YGR156W,ID=cds2220
S000003389,YGR157W,ID=cds2221
S000003384,YGR152C,ID=cds2216
S000003385,YGR153W,ID=cds2217
S000003386,YGR154C,ID=cds2218
S000003380,YGR148C,ID=cds2213
S000003381,YGR149W,ID=cds2214
S000003382,YGR150C,ID=cds2215
S000005108,YNL164C,ID=cds4651
S000005107,YNL163C,ID=cds4652
S000006438,YPL249C-A,ID=cds5460
S000005109,YNL165W,ID=cds4650
S000006439,YCR020W-B,ID=cds585
S000005117,YNL173C,ID=cds4644
S000028672,YLL066W-B,ID=cds3523
S000005116,YNL172W,ID=cds4645
S000005111,YNL167C,ID=cds4648
S000028678,YLR157W-E,ID=cds3740
S000005110,YNL166C,ID=cds4649
S000028677,YLR157W-D,ID=cds3737
S000005113,YNL169C,ID=cds4646
S000005112,YNL168C,ID=cds4647
S000006429,YLR390W-A,ID=cds3958
S000005104,YNL160W,ID=cds4656
S000006436,YFL034C-A,ID=cds1731
S000005103,YNL159C,ID=cds4657
S000006437,YFR032C-A,ID=cds1800
S000006434,YLR438C-A,ID=cds4005
S000005106,YNL162W,ID=cds4654
S000006435,YKR035W-A,ID=cds3452
S000028683,YLR406C-A,ID=cds3972
S000005105,YNL161W,ID=cds4655
S000005100,YNL156C,ID=cds4660
S000006432,YIL009C-A,ID=cds2795
S000006433,YPR133W-A,ID=cds5820
S000028688,YML100W-A,ID=cds4063
S000005102,YNL158W,ID=cds4658
S000006430,YDL045W-A,ID=cds854
S000005101,YNL157W,ID=cds4659
S000006431,YOR008C-A,ID=cds5063
S000004678,YMR074C,ID=cds4237
S000003348,YGR116W,ID=cds2181
S000003349,YGR117C,ID=cds2182
S000004686,YMR081C,ID=cds4244
S000003354,YGR122W,ID=cds2188
S000028653,YHR214C-D,ID=cds2631
S000004685,YMR080C,ID=cds4243
S000003355,YGR123C,ID=cds2189
S000028652,YHR213W-B,ID=cds2627
S000004688,YMR083W,ID=cds4245
S000003356,YGR124W,ID=cds2190
S000028651,YHR213W-A,ID=cds2626
S000003357,YGR125W,ID=cds2191
S000028650,YHR212W-A,ID=cds2624
S000004682,YMR077C,ID=cds4240
S000003350,YGR118W,ID=cds2183
S000028657,YIL105W-A,ID=cds2706
S000004681,YMR076C,ID=cds4239
S000003351,YGR119C,ID=cds2184
S000004684,YMR079W,ID=cds4242
S000003352,YGR120C,ID=cds2185
S000004683,YMR078C,ID=cds4241
S000003353,YGR121C,ID=cds2186
S000028654,YHR214C-E,ID=cds2632
S000004680,YMR075W,ID=cds4238
S000004668,YMR064W,ID=cds4227
S000005999,YPL078C,ID=cds5627
S000003336,YGR104C,ID=cds2170
S000004667,YMR063W,ID=cds4226
S000005998,YPL077C,ID=cds5628
S000003337,YGR105W,ID=cds2171
S000003338,YGR106C,ID=cds2172
S000004669,YMR065W,ID=cds4228
S000004675,YMR071C,ID=cds4234
S000003343,YGR111W,ID=cds2178
S000004674,YMR070W,ID=cds4233
S000003344,YGR112W,ID=cds2179
S000028662,YJL077W-B,ID=cds2983
S000004677,YMR073C,ID=cds4236
S000003345,YGR113W,ID=cds2180
S000028661,YJL077W-A,ID=cds2985
S000004676,YMR072W,ID=cds4235
S000004671,YMR067C,ID=cds4230
S000028667,YKL096C-B,ID=cds3323
S000004670,YMR066W,ID=cds4229
S000003340,YGR108W,ID=cds2173
S000004673,YMR069W,ID=cds4232
S000003341,YGR109C,ID=cds2174
S000004672,YMR068W,ID=cds4231
S000003342,YGR110W,ID=cds2177
S000028627,YER190C-B,ID=cds1699
S000028625,YER175W-A,ID=cds1683
S000006403,YPR199C,ID=cds5887
S000003376,YGR144W,ID=cds2208
S000006404,YPR200C,ID=cds5888
S000028630,YFR032C-B,ID=cds1801
S000003377,YGR145W,ID=cds2209
S000003378,YGR146C,ID=cds2210
S000006402,YPR198W,ID=cds5886
S000003379,YGR147C,ID=cds2212
S000028635,YGL188C-A,ID=cds1898
S000003372,YGR140W,ID=cds2204
S000006400,YPR196W,ID=cds5885
S000003373,YGR141W,ID=cds2205
S000003374,YGR142W,ID=cds2206
S000028632,YGL007C-A,ID=cds2062
S000003375,YGR143W,ID=cds2207
S000003370,YGR138C,ID=cds2203
S000028639,YGR174W-A,ID=cds2243
S000028638,YGR146C-A,ID=cds2211
S000028636,YGR031C-A,ID=cds2100
S000003358,YGR126W,ID=cds2192
S000004689,YMR084W,ID=cds4246
S000003359,YGR127W,ID=cds2193
S000004697,YMR091C,ID=cds4253
S000003365,YGR133W,ID=cds2199
S000004696,YMR090W,ID=cds4252
S000003366,YGR134W,ID=cds2200
S000004699,YMR093W,ID=cds4255
S000003367,YGR135W,ID=cds2201
S000028640,YGR204C-A,ID=cds2271
S000004698,YMR092C,ID=cds4254
S000003368,YGR136W,ID=cds2202
S000004693,YMR087W,ID=cds4249
S000003361,YGR129W,ID=cds2195
S000004692,YMR086W,ID=cds4248
S000003362,YGR130C,ID=cds2196
S000028645,YHR022C-A,ID=cds2431
S000004695,YMR089C,ID=cds4251
S000003363,YGR131W,ID=cds2197
S000004694,YMR088C,ID=cds4250
S000003364,YGR132C,ID=cds2198
S000004690,YMR085W,ID=cds4247
S000003360,YGR128C,ID=cds2194
S000005177,YNL233W,ID=cds4591
S000005176,YNL232W,ID=cds4592
S000005178,YNL234W,ID=cds4590
S000005173,YNL229C,ID=cds4595
S000005175,YNL231C,ID=cds4593
S000005174,YNL230C,ID=cds4594
S000005171,YNL227C,ID=cds4596
S000005169,YNL225C,ID=cds4597
S000005166,YNL222W,ID=cds4600
S000005165,YNL221C,ID=cds4601
S000005168,YNL224C,ID=cds4598
S000005167,YNL223W,ID=cds4599
S000005162,YNL218W,ID=cds4604
S000005161,YNL217W,ID=cds4605
S000005164,YNL220W,ID=cds4602
S000005163,YNL219C,ID=cds4603
S000005160,YNL216W,ID=cds4606
S000002919,YDR511W,ID=cds1389
S000002915,YDR507C,ID=cds1386
S000002916,YDR508C,ID=cds1387
S000002918,YDR510W,ID=cds1388
S000002911,YDR503C,ID=cds1382
S000002912,YDR504C,ID=cds1383
S000002913,YDR505C,ID=cds1384
S000002914,YDR506C,ID=cds1385
S000113613,YDR014W-A,ID=cds907
S000002910,YDR502C,ID=cds1381
S000005199,YNL255C,ID=cds4570
S000005198,YNL254C,ID=cds4571
S000005195,YNL251C,ID=cds4574
S000005194,YNL250W,ID=cds4575
S000005197,YNL253W,ID=cds4572
S000005196,YNL252C,ID=cds4573
S000005191,YNL247W,ID=cds4578
S000005190,YNL246W,ID=cds4579
S000005193,YNL249C,ID=cds4576
S000005192,YNL248C,ID=cds4577
S000002908,YDR500C,ID=cds1379
S000002909,YDR501W,ID=cds1380
S000002904,YDR496C,ID=cds1375
S000002905,YDR497C,ID=cds1376
S000002906,YDR498C,ID=cds1377
S000002907,YDR499W,ID=cds1378
S000002900,YDR492W,ID=cds1371
S000002901,YDR493W,ID=cds1372
S000002902,YDR494W,ID=cds1373
S000002903,YDR495C,ID=cds1374
S000005188,YNL244C,ID=cds4581
S000005187,YNL243W,ID=cds4582
S000005189,YNL245C,ID=cds4580
S000005184,YNL240C,ID=cds4585
S000005183,YNL239W,ID=cds4586
S000122558,YPR010C-A,ID=cds5712
S000005186,YNL242W,ID=cds4583
S000005185,YNL241C,ID=cds4584
S000005180,YNL236W,ID=cds4589
S000005182,YNL238W,ID=cds4587
S000005181,YNL237W,ID=cds4588
S000005129,YNL185C,ID=cds4634
S000005137,YNL193W,ID=cds4626
S000005136,YNL192W,ID=cds4627
S000005139,YNL195C,ID=cds4624
S000005138,YNL194C,ID=cds4625
S000005133,YNL189W,ID=cds4630
S000005132,YNL188W,ID=cds4631
S000005135,YNL191W,ID=cds4628
S000005134,YNL190W,ID=cds4629
S000005131,YNL187W,ID=cds4632
S000005130,YNL186W,ID=cds4633
S000005119,YNL175C,ID=cds4643
S000005126,YNL182C,ID=cds4637
S000005125,YNL181W,ID=cds4638
S000005128,YNL184C,ID=cds4635
S000005127,YNL183C,ID=cds4636
S000005122,YNL178W,ID=cds4640
S000005121,YNL177C,ID=cds4641
S000005124,YNL180C,ID=cds4639
S000005120,YNL176C,ID=cds4642
S000005159,YNL215W,ID=cds4607
S000005158,YNL214W,ID=cds4608
S000005155,YNL211C,ID=cds4611
S000005154,YNL210W,ID=cds4612
S000005157,YNL213C,ID=cds4609
S000005156,YNL212W,ID=cds4610
S000005151,YNL207W,ID=cds4615
S000005150,YNL206C,ID=cds4616
S000005153,YNL209W,ID=cds4613
S000005152,YNL208W,ID=cds4614
S000005148,YNL204C,ID=cds4617
S000005144,YNL200C,ID=cds4620
S000005143,YNL199C,ID=cds4621
S000005146,YNL202W,ID=cds4618
S000005145,YNL201C,ID=cds4619
S000005140,YNL196C,ID=cds4623
S000005141,YNL197C,ID=cds4622
S000001529,YKL046C,ID=cds3374
S000001525,YKL042W,ID=cds3378
S000002856,YDR448W,ID=cds1330
S000001526,YKL043W,ID=cds3377
S000002857,YDR449C,ID=cds1331
S000001527,YKL044W,ID=cds3376
S000002858,YDR450W,ID=cds1332
S000001528,YKL045W,ID=cds3375
S000002859,YDR451C,ID=cds1333
S000001521,YKL038W,ID=cds3382
S000002852,YDR444W,ID=cds1327
S000001522,YKL039W,ID=cds3381
S000001523,YKL040C,ID=cds3380
S000002854,YDR446W,ID=cds1328
S000001524,YKL041W,ID=cds3379
S000002855,YDR447C,ID=cds1329
S000002860,YDR452W,ID=cds1334
S000001530,YKL047W,ID=cds3373
S000002861,YDR453C,ID=cds1335
S000001531,YKL048C,ID=cds3372
S000002862,YDR454C,ID=cds1336
S000000200,YBL104C,ID=cds101
S000001518,YKL035W,ID=cds3384
S000002849,YDR441C,ID=cds1325
S000002845,YDR437W,ID=cds1321
S000001515,YKL032C,ID=cds3388
S000002846,YDR438W,ID=cds1322
S000001516,YKL033W,ID=cds3387
S000002847,YDR439W,ID=cds1323
S000001517,YKL034W,ID=cds3385
S000002848,YDR440W,ID=cds1324
S000001510,YKL027W,ID=cds3391
S000001511,YKL028W,ID=cds3390
S000002842,YDR434W,ID=cds1318
S000001512,YKL029C,ID=cds3389
S000002843,YDR435C,ID=cds1319
S000002844,YDR436W,ID=cds1320
S000001520,YKL037W,ID=cds3383
S000002851,YDR443C,ID=cds1326
S000005908,YOR381W,ID=cds5412
S000005907,YOR380W,ID=cds5411
S000005909,YOR382W,ID=cds5414
S000001547,YKL064W,ID=cds3356
S000005904,YOR377W,ID=cds5409
S000000215,YBR011C,ID=cds214
S000002878,YDR470C,ID=cds1351
S000001548,YKL065C,ID=cds3355
S000000214,YBR010W,ID=cds213
S000002879,YDR471W,ID=cds1352
S000000213,YBR009C,ID=cds212
S000005905,YOR378W,ID=cds5410
S000000212,YBR008C,ID=cds211
S000001543,YKL060C,ID=cds3360
S000005900,YOR373W,ID=cds5405
S000000219,YBR015C,ID=cds219
S000002874,YDR466W,ID=cds1348
S000001544,YKL061W,ID=cds3359
S000000218,YBR014C,ID=cds218
S000001545,YKL062W,ID=cds3358
S000005902,YOR375C,ID=cds5407
S000000217,YBR013C,ID=cds217
S000002876,YDR468C,ID=cds1349
S000001546,YKL063C,ID=cds3357
S000005901,YOR374W,ID=cds5406
S000002877,YDR469W,ID=cds1350
S000001550,YKL067W,ID=cds3353
S000002881,YDR473C,ID=cds1354
S000001551,YKL068W,ID=cds3352
S000001552,YKL069W,ID=cds3350
S000002883,YDR475C,ID=cds1355
S000001553,YKL070W,ID=cds3349
S000002884,YDR476C,ID=cds1356
S000000222,YBR018C,ID=cds222
S000000221,YBR017C,ID=cds221
S000000220,YBR016W,ID=cds220
S000002880,YDR472W,ID=cds1353
S000000209,YBR005W,ID=cds208
S000002867,YDR459C,ID=cds1340
S000001537,YKL054C,ID=cds3366
S000000203,YBL107C,ID=cds98
S000002868,YDR460W,ID=cds1341
S000001538,YKL055C,ID=cds3365
S000000202,YBL106C,ID=cds99
S000002869,YDR461W,ID=cds1342
S000001539,YKL056C,ID=cds3364
S000000201,YBL105C,ID=cds100
S000001532,YKL049C,ID=cds3371
S000000208,YBR004C,ID=cds207
S000001533,YKL050C,ID=cds3370
S000000207,YBR003W,ID=cds206
S000002864,YDR456W,ID=cds1337
S000001534,YKL051W,ID=cds3369
S000000206,YBR002C,ID=cds205
S000002865,YDR457W,ID=cds1338
S000001535,YKL052C,ID=cds3368
S000000205,YBR001C,ID=cds204
S000002866,YDR458C,ID=cds1339
S000002870,YDR462W,ID=cds1344
S000001540,YKL057C,ID=cds3363
S000002871,YDR463W,ID=cds1345
S000001541,YKL058W,ID=cds3362
S000002872,YDR464W,ID=cds1346
S000001542,YKL059C,ID=cds3361
S000002873,YDR465C,ID=cds1347
S000000211,YBR007C,ID=cds210
S000000210,YBR006W,ID=cds209
S000005090,YNL146W,ID=cds4670
S000002816,YDR408C,ID=cds1297
S000002817,YDR409W,ID=cds1298
S000002818,YDR410C,ID=cds1299
S000002819,YDR411C,ID=cds1300
S000002812,YDR404C,ID=cds1293
S000002813,YDR405W,ID=cds1294
S000002814,YDR406W,ID=cds1295
S000002815,YDR407C,ID=cds1296
S000002810,YDR402C,ID=cds1291
S000002811,YDR403W,ID=cds1292
S000005099,YNL155W,ID=cds4661
S000005096,YNL152W,ID=cds4664
S000005095,YNL151C,ID=cds4665
S000005098,YNL154C,ID=cds4662
S000005097,YNL153C,ID=cds4663
S000005092,YNL148C,ID=cds4667
S000005091,YNL147W,ID=cds4668
S000005093,YNL149C,ID=cds4666
S000002805,YDR397C,ID=cds1287
S000002806,YDR398W,ID=cds1288
S000002807,YDR399W,ID=cds1289
S000002808,YDR400W,ID=cds1290
S000002801,YDR393W,ID=cds1284
S000002802,YDR394W,ID=cds1285
S000002803,YDR395W,ID=cds1286
S000002800,YDR392W,ID=cds1283
S000005089,YNL145W,ID=cds4671
S000005088,YNL144C,ID=cds4672
S000005085,YNL141W,ID=cds4675
S000005084,YNL140C,ID=cds4676
S000005087,YNL143C,ID=cds4673
S000005086,YNL142W,ID=cds4674
S000005081,YNL137C,ID=cds4680
S000005080,YNL136W,ID=cds4681
S000005083,YNL139C,ID=cds4677
S000005082,YNL138W,ID=cds4679
S000001507,YKL024C,ID=cds3394
S000002838,YDR430C,ID=cds1316
S000001508,YKL025C,ID=cds3393
S000001509,YKL026C,ID=cds3392
S000001503,YKL020C,ID=cds3399
S000001504,YKL021C,ID=cds3398
S000002835,YDR427W,ID=cds1313
S000001505,YKL022C,ID=cds3397
S000002836,YDR428C,ID=cds1314
S000001506,YKL023W,ID=cds3396
S000002837,YDR429C,ID=cds1315
S000002830,YDR422C,ID=cds1309
S000001500,YKL017C,ID=cds3403
S000002831,YDR423C,ID=cds1310
S000001501,YKL018W,ID=cds3402
S000002832,YDR424C,ID=cds1311
S000001502,YKL019W,ID=cds3400
S000002833,YDR425W,ID=cds1312
S000002840,YDR432W,ID=cds1317
S000002827,YDR419W,ID=cds1306
S000002828,YDR420W,ID=cds1307
S000002829,YDR421W,ID=cds1308
S000002823,YDR415C,ID=cds1303
S000002824,YDR416W,ID=cds1304
S000002826,YDR418W,ID=cds1305
S000002820,YDR412W,ID=cds1301
S000002822,YDR414C,ID=cds1302
S000004639,YMR036C,ID=cds4200
S000028606,YBR298C-A,ID=cds498
S000003307,YGR075C,ID=cds2141
S000004638,YMR035W,ID=cds4199
S000005969,YPL048W,ID=cds5656
S000028605,YBR296C-A,ID=cds495
S000003308,YGR076C,ID=cds2142
S000003309,YGR077C,ID=cds2143
S000000278,YBR074W,ID=cds277
S000028603,YBR182C-A,ID=cds381
S000004635,YMR032W,ID=cds4195
S000005966,YPL045W,ID=cds5659
S000003303,YGR071C,ID=cds2138
S000003304,YGR072W,ID=cds2139
S000004637,YMR034C,ID=cds4198
S000005968,YPL047W,ID=cds5657
S000004636,YMR033W,ID=cds4197
S000005967,YPL046C,ID=cds5658
S000003306,YGR074W,ID=cds2140
S000004642,YMR039C,ID=cds4203
S000005973,YPL052W,ID=cds5652
S000000284,YBR080C,ID=cds282
S000003310,YGR078C,ID=cds2144
S000004641,YMR038C,ID=cds4202
S000005972,YPL051W,ID=cds5653
S000000283,YBR079C,ID=cds281
S000003311,YGR079W,ID=cds2145
S000004644,YMR041C,ID=cds4205
S000005975,YPL054W,ID=cds5650
S000000282,YBR078W,ID=cds280
S000003312,YGR080W,ID=cds2146
S000004643,YMR040W,ID=cds4204
S000005974,YPL053C,ID=cds5651
S000000281,YBR077C,ID=cds279
S000003313,YGR081C,ID=cds2147
S000000288,YBR084W,ID=cds286
S000000287,YBR083W,ID=cds285
S000004640,YMR037C,ID=cds4201
S000005971,YPL050C,ID=cds5654
S000000286,YBR082C,ID=cds284
S000005970,YPL049C,ID=cds5655
S000000285,YBR081C,ID=cds283
S000000280,YBR076W,ID=cds278
S000004628,YMR026C,ID=cds4189
S000005959,YPL038W,ID=cds5666
S000004627,YMR025W,ID=cds4188
S000005958,YPL037C,ID=cds5667
S000000269,YBR065C,ID=cds267
S000004629,YMR027W,ID=cds4190
S000000267,YBR063C,ID=cds266
S000004624,YMR022W,ID=cds4185
S000005955,YPL034W,ID=cds5669
S000001599,YKL116C,ID=cds3306
S000004623,YMR021C,ID=cds4184
S000005954,YPL033C,ID=cds5670
S000004626,YMR024W,ID=cds4187
S000005957,YPL036W,ID=cds5668
S000004625,YMR023C,ID=cds4186
S000004631,YMR029C,ID=cds4192
S000005962,YPL041C,ID=cds5662
S000000273,YBR069C,ID=cds271
S000004630,YMR028W,ID=cds4191
S000005961,YPL040C,ID=cds5663
S000000272,YBR068C,ID=cds270
S000003300,YGR068C,ID=cds2136
S000004633,YMR031C,ID=cds4194
S000005964,YPL043W,ID=cds5660
S000000271,YBR067C,ID=cds269
S000004632,YMR030W,ID=cds4193
S000005963,YPL042C,ID=cds5661
S000000270,YBR066C,ID=cds268
S000003302,YGR070W,ID=cds2137
S000000277,YBR073W,ID=cds276
S000000276,YBR072W,ID=cds274
S000005960,YPL039W,ID=cds5664
S000000275,YBR071W,ID=cds273
S000000274,YBR070C,ID=cds272
S000003329,YGR097W,ID=cds2163
S000004657,YMR053C,ID=cds4217
S000005988,YPL067C,ID=cds5637
S000003325,YGR093W,ID=cds2159
S000004656,YMR052W,ID=cds4216
S000005987,YPL066W,ID=cds5638
S000003326,YGR094W,ID=cds2160
S000004659,YMR055C,ID=cds4219
S000003327,YGR095C,ID=cds2161
S000004658,YMR054W,ID=cds4218
S000005989,YPL068C,ID=cds5636
S000003328,YGR096W,ID=cds2162
S000004664,YMR060C,ID=cds4223
S000005995,YPL074W,ID=cds5631
S000003332,YGR100W,ID=cds2166
S000004663,YMR059W,ID=cds4222
S000003333,YGR101W,ID=cds2167
S000004666,YMR062C,ID=cds4225
S000005997,YPL076W,ID=cds5629
S000003334,YGR102C,ID=cds2168
S000004665,YMR061W,ID=cds4224
S000005996,YPL075W,ID=cds5630
S000003335,YGR103W,ID=cds2169
S000004660,YMR056C,ID=cds4220
S000005991,YPL070W,ID=cds5634
S000005990,YPL069C,ID=cds5635
S000004662,YMR058W,ID=cds4221
S000005993,YPL072W,ID=cds5632
S000003330,YGR098C,ID=cds2164
S000005992,YPL071C,ID=cds5633
S000003331,YGR099W,ID=cds2165
S000003318,YGR086C,ID=cds2152
S000004649,YMR046C,ID=cds4210
S000003319,YGR087C,ID=cds2153
S000000289,YBR085W,ID=cds288
S000004646,YMR043W,ID=cds4207
S000005977,YPL056C,ID=cds5648
S000003314,YGR082W,ID=cds2148
S000004645,YMR042W,ID=cds4206
S000005976,YPL055C,ID=cds5649
S000003315,YGR083C,ID=cds2149
S000004648,YMR045C,ID=cds4209
S000005979,YPL058C,ID=cds5646
S000003316,YGR084C,ID=cds2150
S000004647,YMR044W,ID=cds4208
S000005978,YPL057C,ID=cds5647
S000003317,YGR085C,ID=cds2151
S000004653,YMR050C,ID=cds4214
S000005984,YPL063W,ID=cds5641
S000000295,YBR091C,ID=cds295
S000003321,YGR089W,ID=cds2155
S000004652,YMR049C,ID=cds4213
S000000294,YBR090C,ID=cds294
S000003322,YGR090W,ID=cds2156
S000005986,YPL065W,ID=cds5639
S000003323,YGR091W,ID=cds2157
S000004654,YMR051C,ID=cds4215
S000005985,YPL064C,ID=cds5640
S000000292,YBR088C,ID=cds292
S000003324,YGR092W,ID=cds2158
S000005980,YPL059W,ID=cds5645
S000000299,YBR095C,ID=cds299
S000000298,YBR094W,ID=cds298
S000004651,YMR048W,ID=cds4212
S000005982,YPL061W,ID=cds5642
S000000297,YBR093C,ID=cds297
S000028600,YBR126W-A,ID=cds327
S000004650,YMR047C,ID=cds4211
S000005981,YPL060W,ID=cds5643
S000000296,YBR092C,ID=cds296
S000003320,YGR088W,ID=cds2154
S000000291,YBR087W,ID=cds291
S000000290,YBR086C,ID=cds290
S000005929,YPL008W,ID=cds5694
S000001569,YKL086W,ID=cds3335
S000005926,YPL005W,ID=cds5697
S000000237,YBR033W,ID=cds235
S000005925,YPL004C,ID=cds5698
S000005928,YPL007C,ID=cds5695
S000000235,YBR031W,ID=cds234
S000005927,YPL006W,ID=cds5696
S000000234,YBR030W,ID=cds233
S000001565,YKL082C,ID=cds3338
S000005922,YPL001W,ID=cds5701
S000002896,YDR488C,ID=cds1368
S000005921,YOR394W,ID=cds5425
S000002897,YDR489W,ID=cds1369
S000001567,YKL084W,ID=cds3337
S000005924,YPL003W,ID=cds5699
S000000239,YBR035C,ID=cds237
S000002898,YDR490C,ID=cds1370
S000001568,YKL085W,ID=cds3336
S000005923,YPL002C,ID=cds5700
S000000238,YBR034C,ID=cds236
S000001572,YKL089W,ID=cds3332
S000000240,YBR036C,ID=cds238
S000001573,YKL090W,ID=cds3331
S000001574,YKL091C,ID=cds3330
S000004600,YML131W,ID=cds4033
S000005931,YPL010W,ID=cds5692
S000001575,YKL092C,ID=cds3329
S000005930,YPL009C,ID=cds5693
S000000244,YBR040W,ID=cds242
S000000243,YBR039W,ID=cds241
S000001570,YKL087C,ID=cds3334
S000000242,YBR038W,ID=cds240
S000001571,YKL088W,ID=cds3333
S000000241,YBR037C,ID=cds239
S000005918,YOR391C,ID=cds5423
S000001558,YKL075C,ID=cds3344
S000005915,YOR388C,ID=cds5420
S000000226,YBR022W,ID=cds226
S000002889,YDR481C,ID=cds1361
S000005914,YOR387C,ID=cds5419
S000000225,YBR021W,ID=cds225
S000005917,YOR390W,ID=cds5422
S000000224,YBR020W,ID=cds224
S000005916,YOR389W,ID=cds5421
S000000223,YBR019C,ID=cds223
S000001554,YKL071W,ID=cds3348
S000005911,YOR384W,ID=cds5416
S000002885,YDR477W,ID=cds1357
S000001555,YKL072W,ID=cds3347
S000005910,YOR383C,ID=cds5415
S000000229,YBR025C,ID=cds229
S000002886,YDR478W,ID=cds1358
S000001556,YKL073W,ID=cds3346
S000005913,YOR386W,ID=cds5418
S000000228,YBR024W,ID=cds228
S000002887,YDR479C,ID=cds1359
S000001557,YKL074C,ID=cds3345
S000005912,YOR385W,ID=cds5417
S000000227,YBR023C,ID=cds227
S000002888,YDR480W,ID=cds1360
S000001561,YKL078W,ID=cds3342
S000002892,YDR484W,ID=cds1364
S000001562,YKL079W,ID=cds3341
S000002893,YDR485C,ID=cds1365
S000001563,YKL080W,ID=cds3340
S000005920,YOR393W,ID=cds5424
S000002894,YDR486C,ID=cds1366
S000001564,YKL081W,ID=cds3339
S000002895,YDR487C,ID=cds1367
S000000233,YBR029C,ID=cds232
S000000232,YBR028C,ID=cds231
